"","time_id","seconds_in_bucket","bid_price1","ask_price1","bid_price2","ask_price2","bid_size1","ask_size1","bid_size2","ask_size2","stock_id"
"100",5,138,0.9994188,0.9998974,0.999282,0.9999658,2,200,102,7,100
"101",5,139,0.9994188,0.9998974,0.999282,0.9999658,2,202,2,5,100
"102",5,141,0.9994188,0.9998974,0.999282,0.9999658,58,202,2,5,100
"103",5,142,0.9994188,0.9998974,0.999282,0.9999658,58,402,2,5,100
"104",5,146,0.999282,0.9998974,0.99921364,0.9999658,2,569,101,5,100
"105",5,147,0.99921364,0.9998974,0.9990769,1.0000342,1,475,1,100,100
"106",5,148,0.99921364,0.9996239,0.9990769,0.9998974,1,213,1,273,100
"107",5,149,0.99921364,0.9996239,0.9990769,0.9998974,1,316,1,173,100
"108",5,150,0.999282,0.9998974,0.99921364,0.9999658,11,173,1,100,100
"109",5,152,0.99921364,0.9998974,0.9990769,0.9999658,1,271,1,100,100
"110",5,153,0.99921364,0.9996239,0.9990769,0.9998974,1,7,1,271,100
"111",5,154,0.99921364,0.9998974,0.9990769,0.9999658,1,271,1,100,100
"112",5,156,0.99948716,1.0002394,0.999282,1.0003077,1,100,100,1,100
"113",5,157,0.99948716,1.0002394,0.99921364,1.0003077,1,100,101,1,100
"114",5,158,0.99948716,1.0002394,0.99921364,1.0003077,3,100,101,1,100
"115",5,159,0.99948716,1.0002394,0.99921364,1.0003077,3,101,101,1,100
"116",5,161,0.99948716,1.0002394,0.99921364,1.0003077,2,102,1,1,100
"117",5,163,0.99948716,1.0002394,0.999282,1.0003077,2,102,100,1,100
"118",5,167,0.99948716,1.0002394,0.999282,1.0003077,2,204,100,1,100
"119",5,171,0.99948716,1.000171,0.999282,1.0002394,2,103,100,202,100
"120",5,173,0.99948716,1.000171,0.999282,1.0002394,2,205,100,101,100
"121",5,175,0.99948716,1.0001025,0.999282,1.000171,2,101,100,104,100
"122",5,179,0.99948716,1.0001025,0.999282,1.000171,2,103,100,104,100
"123",5,182,0.99948716,1.0001025,0.999282,1.000171,2,103,100,102,100
"124",5,183,0.99948716,1.0001025,0.999282,1.0002394,2,106,100,100,100
"125",5,184,0.999282,1.0000342,0.99921364,1.0001025,100,2,1,109,100
"126",5,185,0.9993504,1.0000342,0.999282,1.0001025,100,2,104,209,100
"127",5,186,0.999282,1.0000342,0.99921364,1.0001025,104,2,1,209,100
"128",5,187,0.9993504,1.0000342,0.999282,1.0001025,100,2,104,209,100
"129",5,191,0.9997607,1.0003077,0.9996923,1.0005813,1,1,100,1,100
"130",5,192,0.99982905,1.0005813,0.9997607,1.0007863,100,1,2,43,100
"131",5,193,0.9997607,1.0007863,0.9993504,1.0008547,1,43,200,1,100
"132",5,194,0.9997607,1.0007863,0.9993504,1.0008547,1,44,200,1,100
"133",5,198,0.9997607,1.0007863,0.9993504,1.0008547,1,45,200,1,100
"134",5,199,0.99982905,1.0007863,0.9997607,1.0008547,100,146,1,1,100
"135",5,202,0.99982905,1.0007863,0.9993504,1.0008547,101,146,100,1,100
"136",5,205,0.9998974,1.0007863,0.99982905,1.0008547,101,149,101,1,100
"137",5,206,0.9999658,1.0007863,0.9998974,1.0008547,1,148,100,1,100
"138",5,207,0.9998974,1.000718,0.99982905,1.0007863,101,213,101,47,100
"139",5,208,0.99982905,1.000718,0.99948716,1.0007863,102,213,100,47,100
"140",5,209,0.99982905,1.0006496,0.99948716,1.000718,102,101,100,212,100
"141",5,210,0.99982905,1.0005813,0.99948716,1.0006496,102,9,100,1,100
"142",5,211,0.99982905,1.0006496,0.99948716,1.000718,102,110,100,3,100
"143",5,212,1.0003761,1.001265,0.9998974,1.0015385,3,100,100,100,100
"144",5,213,1.0004444,1.001265,1.0003761,1.0015385,201,100,105,100,100
"145",5,214,1.0003761,1.0011966,0.9999658,1.001265,22,1,1,100,100
"146",5,215,1.0004444,1.0009232,1.0003761,1.001265,100,2,24,100,100
"147",5,216,1.0003761,1.0009232,1.0001025,1.001265,25,2,1,100,100
"148",5,217,1.0003761,1.0009232,1.0001025,1.0010599,124,1,1,1,100
"149",5,218,1.0004444,1.0009232,1.0003761,1.0010599,100,1,125,1,100
"150",5,219,1.0003761,1.0009232,1.0001025,1.0010599,122,1,1,1,100
"151",5,220,1.0003761,1.0009232,1.0001025,1.0009915,122,1,1,1,100
"152",5,221,1.0003761,1.0009232,1.0001025,1.0009915,122,1,1,1,100
"153",5,222,1.0004444,1.0009232,1.0003761,1.0009915,100,1,222,1,100
"154",5,223,1.0005813,1.0009915,1.0004444,1.0013334,20,1,108,1,100
"155",5,224,1.0005813,1.0009915,1.0004444,1.0015385,20,6,108,100,100
"156",5,225,1.0009915,1.0015385,1.0009232,1.001607,200,100,129,43,100
"157",5,226,1.0009915,1.0015385,1.0009232,1.001607,108,100,120,43,100
"158",5,227,1.0009915,1.0015385,1.0009232,1.001607,8,103,120,43,100
"159",5,228,1.0009915,1.0015385,1.0009232,1.001607,8,105,121,43,100
"160",5,229,1.0009232,1.0015385,1.0008547,1.001607,121,97,100,43,100
"161",5,230,1.0009232,1.0015385,1.0008547,1.001607,121,98,100,43,100
"162",5,231,1.0009915,1.0015385,1.0009232,1.001607,101,6,220,43,100
"163",5,233,1.0009915,1.0015385,1.0009232,1.001607,1,6,220,43,100
"164",5,235,1.0009232,1.0015385,1.0007863,1.001607,120,6,100,43,100
"165",5,237,1.0009915,1.0015385,1.0009232,1.001607,100,5,222,43,100
"166",5,238,1.0009915,1.0015385,1.0009232,1.001607,100,2,222,43,100
"167",5,241,1.0009915,1.0015385,1.0009232,1.001607,100,2,122,43,100
"168",5,243,1.0009915,1.001607,1.0009232,1.0017437,100,143,122,1,100
"169",5,245,1.0009915,1.001607,1.0009232,1.0017437,200,143,122,1,100
"170",5,246,1.001265,1.0018804,1.0009915,1.0020171,100,152,200,1,100
"171",5,247,1.001265,1.0018804,1.0009915,1.0020171,102,152,200,1,100
"172",5,249,1.0013334,1.0018804,1.001265,1.0020171,100,152,123,1,100
"173",5,250,1.0016752,1.0022907,1.0015385,1.0025642,100,23,20,200,100
"174",5,252,1.0016752,1.0022907,1.0015385,1.0025642,101,23,20,200,100
"175",5,253,1.0018804,1.0025642,1.0016752,1.0027009,20,300,201,1,100
"176",5,254,1.0018804,1.0025642,1.0017437,1.0027009,20,301,1,1,100
"177",5,255,1.0018804,1.0025642,1.0016752,1.0027009,20,302,100,1,100
"178",5,258,1.0018804,1.0025642,1.0016752,1.0027009,20,302,103,1,100
"179",5,259,1.0018804,1.0025642,1.0016752,1.0027009,20,303,203,1,100
"180",5,260,1.0018804,1.0025642,1.0016752,1.0027009,20,308,203,1,100
"181",5,264,1.0018804,1.0025642,1.0016752,1.0027009,20,408,203,1,100
"182",5,265,1.0018804,1.0025642,1.001812,1.0027009,20,408,1,1,100
"183",5,266,1.0024275,1.003248,1.0022907,1.0033164,20,35,100,100,100
"184",5,267,1.0022907,1.0026326,1.0016752,1.0031112,102,1,276,100,100
"185",5,268,1.0019488,1.0025642,1.0016752,1.0026326,150,103,200,1,100
"186",5,269,1.0019488,1.0025642,1.0016752,1.0029745,150,106,100,100,100
"187",5,270,1.0019488,1.0025642,1.0016752,1.0029745,153,106,100,100,100
"188",5,271,1.0019488,1.0025642,1.001607,1.0029745,103,118,100,100,100
"189",5,273,1.0022223,1.0025642,1.0019488,1.0027009,10,4,100,4,100
"190",5,274,1.0019488,1.0025642,1.0018804,1.0027009,100,4,20,8,100
"191",5,275,1.0019488,1.0025642,1.0018804,1.0026326,53,4,20,4,100
"192",5,276,1.0019488,1.0025642,1.0018804,1.0026326,53,4,20,4,100
"193",5,277,1.002359,1.0029745,1.0019488,1.0031112,20,1,7,100,100
"194",5,278,1.002359,1.0031112,1.0021539,1.0033847,20,27,200,100,100
"195",5,279,1.002359,1.0031112,1.0021539,1.0033847,120,27,200,102,100
"196",5,280,1.002359,1.0031112,1.0021539,1.0033847,20,9,200,102,100
"197",5,281,1.002359,1.0031112,1.0021539,1.0033847,70,9,207,102,100
"198",5,282,1.002359,1.0031112,1.0021539,1.0033164,20,9,207,1,100
"199",5,283,1.002359,1.003248,1.0021539,1.0033847,120,296,207,102,100
"200",5,285,1.002359,1.003248,1.0021539,1.0033847,70,296,207,102,100
"201",5,286,1.002359,1.0027694,1.0021539,1.0031112,20,195,107,100,100
"202",5,287,1.002359,1.0027694,1.0021539,1.0029745,20,295,217,1,100
"203",5,289,1.002359,1.0027694,1.0021539,1.0029745,20,395,217,1,100
"204",5,291,1.002359,1.0027694,1.0021539,1.0029745,20,397,217,1,100
"205",5,292,1.002359,1.0027694,1.0021539,1.0029745,20,399,217,1,100
"206",5,295,1.002359,1.0027694,1.0021539,1.0029745,20,400,223,1,100
"207",5,296,1.002359,1.0027694,1.0021539,1.0029745,20,400,224,1,100
"208",5,297,1.002359,1.0027694,1.0021539,1.0029745,20,400,324,1,100
"209",5,298,1.0022223,1.0031112,1.0021539,1.0031796,4,100,206,33,100
"210",5,299,1.0022223,1.0031796,1.0021539,1.0033164,104,133,106,3,100
"211",5,300,1.0022223,1.0031796,1.0021539,1.0033164,104,233,106,3,100
"212",5,302,1.0022223,1.0031796,1.0021539,1.0033847,104,236,106,100,100
"213",5,303,1.0022223,1.0031796,1.0021539,1.0033847,104,237,106,100,100
"214",5,304,1.0022223,1.0027009,1.0021539,1.0029745,4,51,6,1,100
"215",5,305,1.0022223,1.0027009,1.0021539,1.0029745,4,51,206,1,100
"216",5,307,1.0021539,1.0024275,1.0018804,1.0027009,206,10,100,1,100
"217",5,308,1.0021539,1.0024275,1.0019488,1.0027009,206,10,200,1,100
"218",5,309,1.0021539,1.0024275,1.0019488,1.0027009,211,10,200,1,100
"219",5,311,1.001607,1.0020856,1.0015385,1.0021539,201,110,1,200,100
"220",5,312,1.001607,1.0020171,1.0015385,1.0021539,101,28,1,100,100
"221",5,313,1.0016752,1.0027009,1.001607,1.0028377,100,3,101,100,100
"222",5,314,1.001607,1.0027009,1.0015385,1.0029745,201,3,1,1,100
"223",5,315,1.001607,1.0025642,1.0015385,1.0026326,101,200,1,333,100
"224",5,316,1.0014701,1.0022907,1.0013334,1.002359,1,300,1,300,100
"225",5,317,1.0014701,1.0022907,1.0013334,1.002359,1,300,1,200,100
"226",5,321,1.0015385,1.0024958,1.0014701,1.0025642,200,300,40,300,100
"227",5,322,1.0015385,1.0022907,1.0014701,1.002359,100,200,40,133,100
"228",5,323,1.0015385,1.0022907,1.0014701,1.002359,100,200,40,100,100
"229",5,324,1.0015385,1.0022907,1.0014701,1.002359,100,1,40,100,100
"230",5,325,1.0015385,1.0022907,1.0014701,1.002359,100,101,40,100,100
"231",5,326,1.0015385,1.0022907,1.0014701,1.002359,100,132,40,100,100
"232",5,327,1.0015385,1.0022907,1.0014701,1.002359,100,281,40,100,100
"233",5,332,1.0016752,1.0022907,1.0014701,1.002359,50,282,40,100,100
"234",5,334,1.0020171,1.0031112,1.0014701,1.0031796,20,300,140,103,100
"235",5,335,1.0020856,1.0031112,1.0020171,1.0031796,1,300,20,103,100
"236",5,336,1.0020856,1.0028377,1.0020171,1.0031112,1,333,20,100,100
"237",5,337,1.0020856,1.0028377,1.0020171,1.0031112,1,300,20,100,100
"238",5,340,1.0020856,1.0027694,1.0020171,1.0028377,1,50,20,201,100
"239",5,343,1.0020856,1.0027694,1.0020171,1.0028377,2,3,20,101,100
"240",5,344,1.0020856,1.0027694,1.0016752,1.0028377,2,3,200,101,100
"241",5,345,1.0021539,1.0024958,1.0016752,1.0027694,101,42,100,3,100
"242",5,346,1.0022907,1.0027694,1.0022223,1.0028377,100,3,220,1,100
"243",5,347,1.0022907,1.0027694,1.0022223,1.0028377,100,4,220,1,100
"244",5,349,1.0022907,1.0027694,1.0022223,1.0029061,100,4,220,1,100
"245",5,350,1.0022223,1.0027694,1.0021539,1.0029061,20,4,101,1,100
"246",5,351,1.0022223,1.0027694,1.0021539,1.0028377,20,4,101,17,100
"247",5,352,1.0022223,1.0027694,1.0021539,1.0028377,20,110,101,2,100
"248",5,354,1.0022223,1.0027694,1.0021539,1.0028377,20,107,101,2,100
"249",5,355,1.0022223,1.0027694,1.0021539,1.0028377,20,105,101,2,100
"250",5,356,1.0022223,1.0027694,1.0021539,1.0028377,21,106,101,2,100
"251",5,357,1.0022907,1.0027694,1.0022223,1.0028377,200,106,121,2,100
"252",5,358,1.0024958,1.0027694,1.0024275,1.0028377,400,5,20,2,100
"253",5,360,1.0024958,1.0027694,1.0024275,1.0028377,400,4,20,2,100
"254",5,361,1.0022223,1.0025642,1.0021539,1.0027009,1,2,100,200,100
"255",5,362,1.0022223,1.0025642,1.0021539,1.0027009,1,1,100,3,100
"256",5,366,1.0022223,1.0027009,1.0021539,1.0028377,1,3,100,5,100
"257",5,367,1.0022223,1.0027009,1.0021539,1.0028377,101,4,100,4,100
"258",5,369,1.0022907,1.0027009,1.0022223,1.0028377,100,4,101,4,100
"259",5,370,1.0025642,1.003248,1.0022907,1.0033164,100,223,200,100,100
"260",5,371,1.0025642,1.003248,1.0022907,1.0033164,100,223,100,100,100
"261",5,373,1.0025642,1.003248,1.0022907,1.0033164,100,424,100,100,100
"262",5,374,1.0022223,1.0026326,1.0020856,1.0031796,101,52,1,233,100
"263",5,375,1.0018804,1.0024275,1.0014701,1.0026326,100,8,101,100,100
"264",5,376,1.0018804,1.0024275,1.0014701,1.0029061,100,14,101,1,100
"265",5,377,1.0018804,1.0024275,1.0014701,1.0029061,100,8,101,1,100
"266",5,378,1.0018804,1.0024275,1.0014701,1.0026326,100,8,101,1,100
"267",5,380,1.0018804,1.0024275,1.0014701,1.0025642,100,8,101,3,100
"268",5,382,1.0019488,1.0024275,1.0018804,1.0025642,100,8,100,3,100
"269",5,383,1.0018804,1.0024275,1.0014701,1.0026326,100,11,101,3,100
"270",5,384,1.0019488,1.0024275,1.0018804,1.0025642,100,8,100,18,100
"271",5,386,1.0019488,1.0025642,1.0018804,1.0026326,100,107,100,7,100
"272",5,387,1.0019488,1.0025642,1.0018804,1.0026326,100,107,100,4,100
"273",5,388,1.0019488,1.0025642,1.0018804,1.0026326,100,108,100,3,100
"274",5,389,1.0019488,1.0025642,1.0014701,1.0026326,100,10,101,2,100
"275",5,390,1.0019488,1.0025642,1.0014701,1.0026326,100,10,101,3,100
"276",5,391,1.0019488,1.0024958,1.0014701,1.0025642,100,14,101,2,100
"277",5,392,1.001812,1.0024958,1.0015385,1.0025642,100,16,500,3,100
"278",5,393,1.001812,1.0024958,1.0015385,1.0025642,100,13,500,7,100
"279",5,394,1.001812,1.0024958,1.0017437,1.0025642,100,13,20,6,100
"280",5,395,1.0021539,1.0026326,1.0020856,1.0028377,1,5,20,102,100
"281",5,396,1.0021539,1.0026326,1.0020856,1.0028377,1,4,20,103,100
"282",5,397,1.0020856,1.0026326,1.001812,1.0027009,22,4,100,1,100
"283",5,398,1.0022223,1.0026326,1.0021539,1.0027009,221,4,100,10,100
"284",5,399,1.0022223,1.0026326,1.0020856,1.0027009,20,4,2,2,100
"285",5,400,1.0022223,1.0026326,1.0021539,1.0027009,20,4,2,10,100
"286",5,401,1.0022223,1.0026326,1.0021539,1.0027009,20,4,2,11,100
"287",5,402,1.0022223,1.0026326,1.0021539,1.0027009,20,4,2,11,100
"288",5,403,1.0022223,1.0026326,1.0021539,1.0027009,20,4,2,11,100
"289",5,404,1.0022223,1.0026326,1.0020856,1.0027009,20,4,1,10,100
"290",5,405,1.0022223,1.0026326,1.0020856,1.0027009,20,4,1,5,100
"291",5,406,1.0022223,1.0026326,1.0021539,1.0027009,20,4,2,2,100
"292",5,407,1.0020856,1.0025642,1.001812,1.0026326,1,15,101,2,100
"293",5,408,1.0020856,1.0025642,1.001812,1.0026326,1,117,101,1,100
"294",5,411,1.001812,1.002359,1.0017437,1.0025642,101,41,100,106,100
"295",5,412,1.001812,1.002359,1.0017437,1.0025642,101,8,100,115,100
"296",5,413,1.001607,1.0022907,1.0014701,1.0025642,1,327,1,14,100
"297",5,414,1.0017437,1.0022223,1.0015385,1.0022907,201,22,100,101,100
"298",5,415,1.0017437,1.0022223,1.0015385,1.0022907,2,22,100,101,100
"299",5,416,1.001607,1.0022223,1.0015385,1.0022907,201,22,101,101,100
"300",5,417,1.001607,1.0022223,1.0014701,1.0022907,1,24,1,200,100
"301",5,418,1.001607,1.0022223,1.0015385,1.0022907,201,22,1,202,100
"302",5,419,1.0014701,1.0022223,1.0013334,1.0022907,1,232,1,12,100
"303",5,420,1.0015385,1.0022223,1.0014701,1.0022907,1,240,1,10,100
"304",5,421,1.0014701,1.0022223,1.0013334,1.0022907,2,240,1,10,100
"305",5,422,1.0014701,1.0022223,1.0013334,1.0022907,1,340,2,10,100
"306",5,423,1.0014701,1.001812,1.0013334,1.0020856,1,5,1,19,100
"307",5,424,1.0015385,1.0020856,1.0014701,1.0021539,1,21,1,100,100
"308",5,425,1.0014701,1.0020171,1.0013334,1.0021539,1,109,1,100,100
"309",5,426,1.0016752,1.0021539,1.0014701,1.0022223,201,103,2,7,100
"310",5,427,1.0017437,1.0021539,1.0016752,1.0022223,201,103,100,7,100
"311",5,428,1.0016752,1.0021539,1.0014701,1.0022223,1,104,1,6,100
"312",5,429,1.001607,1.0021539,1.0014701,1.0022223,1,104,1,4,100
"313",5,430,1.001607,1.0021539,1.0014701,1.0022223,2,104,1,104,100
"314",5,431,1.001607,1.0021539,1.0014701,1.0022223,2,208,1,100,100
"315",5,433,1.001607,1.0021539,1.0014701,1.0022223,2,211,1,100,100
"316",5,434,1.0015385,1.0021539,1.0014701,1.0022223,101,511,1,100,100
"317",5,436,1.0016752,1.0021539,1.001607,1.0022223,201,511,300,100,100
"318",5,437,1.001607,1.0021539,1.0014701,1.0022907,300,411,1,261,100
"319",5,438,1.001607,1.0021539,1.0014701,1.0022223,300,511,1,100,100
"320",5,439,1.0016752,1.0021539,1.001607,1.0022907,201,408,300,361,100
"321",5,441,1.0016752,1.0021539,1.001607,1.0022907,1,408,300,361,100
"322",5,442,1.001607,1.0021539,1.0014701,1.0022223,300,508,1,100,100
"323",5,443,1.001607,1.0021539,1.0014701,1.0022223,301,508,1,100,100
"324",5,444,1.001607,1.0021539,1.0014701,1.0022223,301,508,1,100,100
"325",5,445,1.0016752,1.0021539,1.001607,1.0022223,201,508,300,100,100
"326",5,446,1.0022223,1.0030428,1.001812,1.0031796,101,101,22,200,100
"327",5,447,1.0022223,1.0030428,1.0018804,1.0033164,101,1,100,1,100
"328",5,448,1.0022223,1.0030428,1.0018804,1.0033164,100,4,200,1,100
"329",5,449,1.0022223,1.0027694,1.0020171,1.0029745,121,2,1,133,100
"330",5,450,1.0022223,1.0027694,1.0018804,1.0029745,101,4,100,100,100
"331",5,451,1.0022223,1.0027694,1.0018804,1.0029745,101,4,100,100,100
"332",5,452,1.0022223,1.0027694,1.001812,1.0029745,101,4,22,200,100
"333",5,453,1.0022223,1.0027694,1.001812,1.0029745,101,4,21,101,100
"334",5,454,1.0022223,1.0027694,1.0021539,1.0029061,101,3,20,1,100
"335",5,456,1.0018804,1.0027009,1.001812,1.0027694,100,201,222,6,100
"336",5,457,1.0020171,1.0027009,1.001812,1.0027694,1,1,221,1,100
"337",5,458,1.0022223,1.0027009,1.0020856,1.0027694,201,3,100,1,100
"338",5,459,1.0020856,1.0027009,1.0018804,1.0027694,1,3,200,1,100
"339",5,460,1.0018804,1.0026326,1.001812,1.0027009,100,9,121,2,100
"340",5,461,1.001812,1.0026326,1.0017437,1.0027009,21,109,18,2,100
"341",5,462,1.0020171,1.0025642,1.0019488,1.0026326,201,100,200,9,100
